State,Year,Month,Period,Indicator,Data Value
NORTH CAROLINA,2019,August,Monthly,Number of Live Births,10914
NORTH DAKOTA,2019,August,Monthly,Number of Live Births,940
OHIO,2019,August,Monthly,Number of Live Births,12350
OKLAHOMA,2019,August,Monthly,Number of Live Births,4474
OREGON,2019,August,Monthly,Number of Live Births,3647
PENNSYLVANIA,2019,August,Monthly,Number of Live Births,12327
RHODE ISLAND,2019,August,Monthly,Number of Live Births,897
SOUTH CAROLINA,2019,August,Monthly,Number of Live Births,5331
SOUTH DAKOTA,2019,August,Monthly,Number of Live Births,1071
TENNESSEE,2019,August,Monthly,Number of Live Births,7346
TEXAS,2019,August,Monthly,Number of Live Births,34447
UTAH,2019,August,Monthly,Number of Live Births,4142
VERMONT,2019,August,Monthly,Number of Live Births,447
VIRGINIA,2019,August,Monthly,Number of Live Births,8917
WASHINGTON,2019,August,Monthly,Number of Live Births,7683
WEST VIRGINIA,2019,August,Monthly,Number of Live Births,1715
WISCONSIN,2019,August,Monthly,Number of Live Births,5765
WYOMING,2019,August,Monthly,Number of Live Births,576
PUERTO RICO,2019,August,Monthly,Number of Live Births,1710
ALABAMA,2019,September,Monthly,Number of Live Births,5226
ALASKA,2019,September,Monthly,Number of Live Births,873
ARIZONA,2019,September,Monthly,Number of Live Births,6877
ARKANSAS,2019,September,Monthly,Number of Live Births,3224
CALIFORNIA,2019,September,Monthly,Number of Live Births,38693
COLORADO,2019,September,Monthly,Number of Live Births,5473
CONNECTICUT,2019,September,Monthly,Number of Live Births,2845
DELAWARE,2019,September,Monthly,Number of Live Births,952
DISTRICT OF COLUMBIA,2019,September,Monthly,Number of Live Births,766
FLORIDA,2019,September,Monthly,Number of Live Births,19352
GEORGIA,2019,September,Monthly,Number of Live Births,10969
HAWAII,2019,September,Monthly,Number of Live Births,1441
IDAHO,2019,September,Monthly,Number of Live Births,1816
ILLINOIS,2019,September,Monthly,Number of Live Births,11752
INDIANA,2019,September,Monthly,Number of Live Births,7114
IOWA,2019,September,Monthly,Number of Live Births,3233
KANSAS,2019,September,Monthly,Number of Live Births,3105
KENTUCKY,2019,September,Monthly,Number of Live Births,4706
LOUISIANA,2019,September,Monthly,Number of Live Births,5309
MAINE,2019,September,Monthly,Number of Live Births,1020
MARYLAND,2019,September,Monthly,Number of Live Births,6074
MASSACHUSETTS,2019,September,Monthly,Number of Live Births,6013
MICHIGAN,2019,September,Monthly,Number of Live Births,9187
MINNESOTA,2019,September,Monthly,Number of Live Births,5592
MISSISSIPPI,2019,September,Monthly,Number of Live Births,3224
MISSOURI,2019,September,Monthly,Number of Live Births,6222
MONTANA,2019,September,Monthly,Number of Live Births,946
NEBRASKA,2019,September,Monthly,Number of Live Births,2149
NEVADA,2019,September,Monthly,Number of Live Births,3103
NEW HAMPSHIRE,2019,September,Monthly,Number of Live Births,1025
NEW JERSEY,2019,September,Monthly,Number of Live Births,8748
NEW MEXICO,2019,September,Monthly,Number of Live Births,2045
NEW YORK,2019,September,Monthly,Number of Live Births,19255
NORTH CAROLINA,2019,September,Monthly,Number of Live Births,10353
NORTH DAKOTA,2019,September,Monthly,Number of Live Births,850
OHIO,2019,September,Monthly,Number of Live Births,11656
OKLAHOMA,2019,September,Monthly,Number of Live Births,4292
OREGON,2019,September,Monthly,Number of Live Births,3465
PENNSYLVANIA,2019,September,Monthly,Number of Live Births,11745
RHODE ISLAND,2019,September,Monthly,Number of Live Births,921
SOUTH CAROLINA,2019,September,Monthly,Number of Live Births,4894
SOUTH DAKOTA,2019,September,Monthly,Number of Live Births,960
TENNESSEE,2019,September,Monthly,Number of Live Births,7086
TEXAS,2019,September,Monthly,Number of Live Births,33299
UTAH,2019,September,Monthly,Number of Live Births,3976
VERMONT,2019,September,Monthly,Number of Live Births,436
VIRGINIA,2019,September,Monthly,Number of Live Births,8759
WASHINGTON,2019,September,Monthly,Number of Live Births,7192
WEST VIRGINIA,2019,September,Monthly,Number of Live Births,1680
WISCONSIN,2019,September,Monthly,Number of Live Births,5420
WYOMING,2019,September,Monthly,Number of Live Births,561
PUERTO RICO,2019,September,Monthly,Number of Live Births,1791
ALABAMA,2019,October,Monthly,Number of Live Births,5209
ALASKA,2019,October,Monthly,Number of Live Births,804
ARIZONA,2019,October,Monthly,Number of Live Births,6844
ARKANSAS,2019,October,Monthly,Number of Live Births,3290
CALIFORNIA,2019,October,Monthly,Number of Live Births,39304
COLORADO,2019,October,Monthly,Number of Live Births,5489
CONNECTICUT,2019,October,Monthly,Number of Live Births,2953
DELAWARE,2019,October,Monthly,Number of Live Births,941
DISTRICT OF COLUMBIA,2019,October,Monthly,Number of Live Births,783
FLORIDA,2019,October,Monthly,Number of Live Births,19597
GEORGIA,2019,October,Monthly,Number of Live Births,10996
HAWAII,2019,October,Monthly,Number of Live Births,1415
IDAHO,2019,October,Monthly,Number of Live Births,1788
ILLINOIS,2019,October,Monthly,Number of Live Births,11858
INDIANA,2019,October,Monthly,Number of Live Births,6966
IOWA,2019,October,Monthly,Number of Live Births,3218
KANSAS,2019,October,Monthly,Number of Live Births,3064
KENTUCKY,2019,October,Monthly,Number of Live Births,4624
LOUISIANA,2019,October,Monthly,Number of Live Births,5385
MAINE,2019,October,Monthly,Number of Live Births,990
MARYLAND,2019,October,Monthly,Number of Live Births,6030
MASSACHUSETTS,2019,October,Monthly,Number of Live Births,6084
MICHIGAN,2019,October,Monthly,Number of Live Births,9000
MINNESOTA,2019,October,Monthly,Number of Live Births,5764
MISSISSIPPI,2019,October,Monthly,Number of Live Births,3257
MISSOURI,2019,October,Monthly,Number of Live Births,6286
MONTANA,2019,October,Monthly,Number of Live Births,914
NEBRASKA,2019,October,Monthly,Number of Live Births,2130
NEVADA,2019,October,Monthly,Number of Live Births,3052
NEW HAMPSHIRE,2019,October,Monthly,Number of Live Births,1086
NEW JERSEY,2019,October,Monthly,Number of Live Births,8554
NEW MEXICO,2019,October,Monthly,Number of Live Births,1977
NEW YORK,2019,October,Monthly,Number of Live Births,18822
NORTH CAROLINA,2019,October,Monthly,Number of Live Births,10160
NORTH DAKOTA,2019,October,Monthly,Number of Live Births,838
OHIO,2019,October,Monthly,Number of Live Births,11749
OKLAHOMA,2019,October,Monthly,Number of Live Births,4280
OREGON,2019,October,Monthly,Number of Live Births,3510
PENNSYLVANIA,2019,October,Monthly,Number of Live Births,11593
RHODE ISLAND,2019,October,Monthly,Number of Live Births,868
SOUTH CAROLINA,2019,October,Monthly,Number of Live Births,4962
SOUTH DAKOTA,2019,October,Monthly,Number of Live Births,986
TENNESSEE,2019,October,Monthly,Number of Live Births,7051
TEXAS,2019,October,Monthly,Number of Live Births,33510
UTAH,2019,October,Monthly,Number of Live Births,4078
VERMONT,2019,October,Monthly,Number of Live Births,440
VIRGINIA,2019,October,Monthly,Number of Live Births,8437
WASHINGTON,2019,October,Monthly,Number of Live Births,7015
WEST VIRGINIA,2019,October,Monthly,Number of Live Births,1537
WISCONSIN,2019,October,Monthly,Number of Live Births,5348
WYOMING,2019,October,Monthly,Number of Live Births,481
PUERTO RICO,2019,October,Monthly,Number of Live Births,1824
ALABAMA,2019,November,Monthly,Number of Live Births,4778
ALASKA,2019,November,Monthly,Number of Live Births,716
ARIZONA,2019,November,Monthly,Number of Live Births,6586
ARKANSAS,2019,November,Monthly,Number of Live Births,2898
CALIFORNIA,2019,November,Monthly,Number of Live Births,36057
COLORADO,2019,November,Monthly,Number of Live Births,4949
CONNECTICUT,2019,November,Monthly,Number of Live Births,2673
DELAWARE,2019,November,Monthly,Number of Live Births,840
DISTRICT OF COLUMBIA,2019,November,Monthly,Number of Live Births,710
FLORIDA,2019,November,Monthly,Number of Live Births,18133
GEORGIA,2019,November,Monthly,Number of Live Births,10126
HAWAII,2019,November,Monthly,Number of Live Births,1431
IDAHO,2019,November,Monthly,Number of Live Births,1754
ILLINOIS,2019,November,Monthly,Number of Live Births,10911
INDIANA,2019,November,Monthly,Number of Live Births,6355
IOWA,2019,November,Monthly,Number of Live Births,2923
KANSAS,2019,November,Monthly,Number of Live Births,2729
KENTUCKY,2019,November,Monthly,Number of Live Births,4197
LOUISIANA,2019,November,Monthly,Number of Live Births,4809
MAINE,2019,November,Monthly,Number of Live Births,924
MARYLAND,2019,November,Monthly,Number of Live Births,5502
MASSACHUSETTS,2019,November,Monthly,Number of Live Births,5495
MICHIGAN,2019,November,Monthly,Number of Live Births,8530
MINNESOTA,2019,November,Monthly,Number of Live Births,5122
MISSISSIPPI,2019,November,Monthly,Number of Live Births,2892
MISSOURI,2019,November,Monthly,Number of Live Births,5677
MONTANA,2019,November,Monthly,Number of Live Births,843
NEBRASKA,2019,November,Monthly,Number of Live Births,1951
NEVADA,2019,November,Monthly,Number of Live Births,2744
NEW HAMPSHIRE,2019,November,Monthly,Number of Live Births,914
NEW JERSEY,2019,November,Monthly,Number of Live Births,7937
NEW MEXICO,2019,November,Monthly,Number of Live Births,1885
NEW YORK,2019,November,Monthly,Number of Live Births,17739
NORTH CAROLINA,2019,November,Monthly,Number of Live Births,9423
NORTH DAKOTA,2019,November,Monthly,Number of Live Births,784
OHIO,2019,November,Monthly,Number of Live Births,10439
OKLAHOMA,2019,November,Monthly,Number of Live Births,3910
OREGON,2019,November,Monthly,Number of Live Births,3225
PENNSYLVANIA,2019,November,Monthly,Number of Live Births,10434
RHODE ISLAND,2019,November,Monthly,Number of Live Births,798
SOUTH CAROLINA,2019,November,Monthly,Number of Live Births,4502
SOUTH DAKOTA,2019,November,Monthly,Number of Live Births,867
TENNESSEE,2019,November,Monthly,Number of Live Births,6266
TEXAS,2019,November,Monthly,Number of Live Births,30514
UTAH,2019,November,Monthly,Number of Live Births,3548
VERMONT,2019,November,Monthly,Number of Live Births,398
VIRGINIA,2019,November,Monthly,Number of Live Births,7963
WASHINGTON,2019,November,Monthly,Number of Live Births,6506
WEST VIRGINIA,2019,November,Monthly,Number of Live Births,1432
WISCONSIN,2019,November,Monthly,Number of Live Births,4932
WYOMING,2019,November,Monthly,Number of Live Births,475
PUERTO RICO,2019,November,Monthly,Number of Live Births,1667
ALABAMA,2019,December,Monthly,Number of Live Births,5107
ALASKA,2019,December,Monthly,Number of Live Births,784
ARIZONA,2019,December,Monthly,Number of Live Births,6711
ARKANSAS,2019,December,Monthly,Number of Live Births,3182
CALIFORNIA,2019,December,Monthly,Number of Live Births,36518
COLORADO,2019,December,Monthly,Number of Live Births,5009
CONNECTICUT,2019,December,Monthly,Number of Live Births,2745
DELAWARE,2019,December,Monthly,Number of Live Births,949
DISTRICT OF COLUMBIA,2019,December,Monthly,Number of Live Births,767
FLORIDA,2019,December,Monthly,Number of Live Births,19012
GEORGIA,2019,December,Monthly,Number of Live Births,10703
HAWAII,2019,December,Monthly,Number of Live Births,1399
IDAHO,2019,December,Monthly,Number of Live Births,1737
ILLINOIS,2019,December,Monthly,Number of Live Births,11203
INDIANA,2019,December,Monthly,Number of Live Births,6611
IOWA,2019,December,Monthly,Number of Live Births,2978
KANSAS,2019,December,Monthly,Number of Live Births,2956
KENTUCKY,2019,December,Monthly,Number of Live Births,4316
LOUISIANA,2019,December,Monthly,Number of Live Births,5050
MAINE,2019,December,Monthly,Number of Live Births,904
MARYLAND,2019,December,Monthly,Number of Live Births,5847
MASSACHUSETTS,2019,December,Monthly,Number of Live Births,5416
MICHIGAN,2019,December,Monthly,Number of Live Births,8545
MINNESOTA,2019,December,Monthly,Number of Live Births,5109
MISSISSIPPI,2019,December,Monthly,Number of Live Births,3216
MISSOURI,2019,December,Monthly,Number of Live Births,5786
MONTANA,2019,December,Monthly,Number of Live Births,875
NEBRASKA,2019,December,Monthly,Number of Live Births,1954
NEVADA,2019,December,Monthly,Number of Live Births,2976
NEW HAMPSHIRE,2019,December,Monthly,Number of Live Births,934
NEW JERSEY,2019,December,Monthly,Number of Live Births,8068
NEW MEXICO,2019,December,Monthly,Number of Live Births,1806
NEW YORK,2019,December,Monthly,Number of Live Births,18158
NORTH CAROLINA,2019,December,Monthly,Number of Live Births,9949
NORTH DAKOTA,2019,December,Monthly,Number of Live Births,789
OHIO,2019,December,Monthly,Number of Live Births,10896
OKLAHOMA,2019,December,Monthly,Number of Live Births,4171
OREGON,2019,December,Monthly,Number of Live Births,3338
PENNSYLVANIA,2019,December,Monthly,Number of Live Births,10819
RHODE ISLAND,2019,December,Monthly,Number of Live Births,805
SOUTH CAROLINA,2019,December,Monthly,Number of Live Births,4806
SOUTH DAKOTA,2019,December,Monthly,Number of Live Births,943
TENNESSEE,2019,December,Monthly,Number of Live Births,6864
TEXAS,2019,December,Monthly,Number of Live Births,32373
UTAH,2019,December,Monthly,Number of Live Births,3565
VERMONT,2019,December,Monthly,Number of Live Births,418
VIRGINIA,2019,December,Monthly,Number of Live Births,8025
WASHINGTON,2019,December,Monthly,Number of Live Births,6652
WEST VIRGINIA,2019,December,Monthly,Number of Live Births,1536
WISCONSIN,2019,December,Monthly,Number of Live Births,4986
WYOMING,2019,December,Monthly,Number of Live Births,501
PUERTO RICO,2019,December,Monthly,Number of Live Births,1650
ALABAMA,2020,January,Monthly,Number of Live Births,4929
ALASKA,2020,January,Monthly,Number of Live Births,816
ARIZONA,2020,January,Monthly,Number of Live Births,6680
ARKANSAS,2020,January,Monthly,Number of Live Births,2992
CALIFORNIA,2020,January,Monthly,Number of Live Births,35906
COLORADO,2020,January,Monthly,Number of Live Births,4974
CONNECTICUT,2020,January,Monthly,Number of Live Births,2769
DELAWARE,2020,January,Monthly,Number of Live Births,827
DISTRICT OF COLUMBIA,2020,January,Monthly,Number of Live Births,742
FLORIDA,2020,January,Monthly,Number of Live Births,18229
GEORGIA,2020,January,Monthly,Number of Live Births,10681
HAWAII,2020,January,Monthly,Number of Live Births,1346
IDAHO,2020,January,Monthly,Number of Live Births,1696
ILLINOIS,2020,January,Monthly,Number of Live Births,11052
INDIANA,2020,January,Monthly,Number of Live Births,6570
IOWA,2020,January,Monthly,Number of Live Births,3069
KANSAS,2020,January,Monthly,Number of Live Births,2792
KENTUCKY,2020,January,Monthly,Number of Live Births,4321
LOUISIANA,2020,January,Monthly,Number of Live Births,5031
MAINE,2020,January,Monthly,Number of Live Births,876
MARYLAND,2020,January,Monthly,Number of Live Births,5876
MASSACHUSETTS,2020,January,Monthly,Number of Live Births,5477
MICHIGAN,2020,January,Monthly,Number of Live Births,8639
MINNESOTA,2020,January,Monthly,Number of Live Births,5045
MISSISSIPPI,2020,January,Monthly,Number of Live Births,3100
MISSOURI,2020,January,Monthly,Number of Live Births,5829
MONTANA,2020,January,Monthly,Number of Live Births,866
NEBRASKA,2020,January,Monthly,Number of Live Births,2036
NEVADA,2020,January,Monthly,Number of Live Births,2759
NEW HAMPSHIRE,2020,January,Monthly,Number of Live Births,930
NEW JERSEY,2020,January,Monthly,Number of Live Births,8103
NEW MEXICO,2020,January,Monthly,Number of Live Births,1808
NEW YORK,2020,January,Monthly,Number of Live Births,17984
NORTH CAROLINA,2020,January,Monthly,Number of Live Births,9770
NORTH DAKOTA,2020,January,Monthly,Number of Live Births,796
OHIO,2020,January,Monthly,Number of Live Births,10656
OKLAHOMA,2020,January,Monthly,Number of Live Births,4044
OREGON,2020,January,Monthly,Number of Live Births,3276
PENNSYLVANIA,2020,January,Monthly,Number of Live Births,10869
RHODE ISLAND,2020,January,Monthly,Number of Live Births,828
SOUTH CAROLINA,2020,January,Monthly,Number of Live Births,4694
SOUTH DAKOTA,2020,January,Monthly,Number of Live Births,922
TENNESSEE,2020,January,Monthly,Number of Live Births,6578
TEXAS,2020,January,Monthly,Number of Live Births,31519
UTAH,2020,January,Monthly,Number of Live Births,3706
VERMONT,2020,January,Monthly,Number of Live Births,418
VIRGINIA,2020,January,Monthly,Number of Live Births,7996
WASHINGTON,2020,January,Monthly,Number of Live Births,6808
WEST VIRGINIA,2020,January,Monthly,Number of Live Births,1503
WISCONSIN,2020,January,Monthly,Number of Live Births,4901
WYOMING,2020,January,Monthly,Number of Live Births,506
PUERTO RICO,2020,January,Monthly,Number of Live Births,1649
ALABAMA,2020,February,Monthly,Number of Live Births,4463
ALASKA,2020,February,Monthly,Number of Live Births,710
ARIZONA,2020,February,Monthly,Number of Live Births,6262
ARKANSAS,2020,February,Monthly,Number of Live Births,2769
CALIFORNIA,2020,February,Monthly,Number of Live Births,33167
COLORADO,2020,February,Monthly,Number of Live Births,4718
CONNECTICUT,2020,February,Monthly,Number of Live Births,2480
DELAWARE,2020,February,Monthly,Number of Live Births,783
DISTRICT OF COLUMBIA,2020,February,Monthly,Number of Live Births,652
FLORIDA,2020,February,Monthly,Number of Live Births,16740
GEORGIA,2020,February,Monthly,Number of Live Births,9489
HAWAII,2020,February,Monthly,Number of Live Births,1288
IDAHO,2020,February,Monthly,Number of Live Births,1625
ILLINOIS,2020,February,Monthly,Number of Live Births,10410
INDIANA,2020,February,Monthly,Number of Live Births,6230
IOWA,2020,February,Monthly,Number of Live Births,2844
KANSAS,2020,February,Monthly,Number of Live Births,2694
KENTUCKY,2020,February,Monthly,Number of Live Births,4066
LOUISIANA,2020,February,Monthly,Number of Live Births,4434
MAINE,2020,February,Monthly,Number of Live Births,845
MARYLAND,2020,February,Monthly,Number of Live Births,5282
MASSACHUSETTS,2020,February,Monthly,Number of Live Births,5205
MICHIGAN,2020,February,Monthly,Number of Live Births,8254
MINNESOTA,2020,February,Monthly,Number of Live Births,4926
MISSISSIPPI,2020,February,Monthly,Number of Live Births,2691
MISSOURI,2020,February,Monthly,Number of Live Births,5420
MONTANA,2020,February,Monthly,Number of Live Births,872
NEBRASKA,2020,February,Monthly,Number of Live Births,1803
NEVADA,2020,February,Monthly,Number of Live Births,2593
NEW HAMPSHIRE,2020,February,Monthly,Number of Live Births,859
NEW JERSEY,2020,February,Monthly,Number of Live Births,7495
NEW MEXICO,2020,February,Monthly,Number of Live Births,1662
NEW YORK,2020,February,Monthly,Number of Live Births,16727
NORTH CAROLINA,2020,February,Monthly,Number of Live Births,9091
NORTH DAKOTA,2020,February,Monthly,Number of Live Births,805
OHIO,2020,February,Monthly,Number of Live Births,10130
OKLAHOMA,2020,February,Monthly,Number of Live Births,3689
OREGON,2020,February,Monthly,Number of Live Births,3112
PENNSYLVANIA,2020,February,Monthly,Number of Live Births,10070
RHODE ISLAND,2020,February,Monthly,Number of Live Births,819
SOUTH CAROLINA,2020,February,Monthly,Number of Live Births,4256
SOUTH DAKOTA,2020,February,Monthly,Number of Live Births,876
TENNESSEE,2020,February,Monthly,Number of Live Births,5965
TEXAS,2020,February,Monthly,Number of Live Births,28486
UTAH,2020,February,Monthly,Number of Live Births,3557
VERMONT,2020,February,Monthly,Number of Live Births,364
VIRGINIA,2020,February,Monthly,Number of Live Births,7563
WASHINGTON,2020,February,Monthly,Number of Live Births,6519
WEST VIRGINIA,2020,February,Monthly,Number of Live Births,1333
WISCONSIN,2020,February,Monthly,Number of Live Births,4795
WYOMING,2020,February,Monthly,Number of Live Births,472
PUERTO RICO,2020,February,Monthly,Number of Live Births,1416
ALABAMA,2020,March,Monthly,Number of Live Births,4782
ALASKA,2020,March,Monthly,Number of Live Births,780
ARIZONA,2020,March,Monthly,Number of Live Births,6351
ARKANSAS,2020,March,Monthly,Number of Live Births,2956
CALIFORNIA,2020,March,Monthly,Number of Live Births,34835
COLORADO,2020,March,Monthly,Number of Live Births,5272
CONNECTICUT,2020,March,Monthly,Number of Live Births,2856
DELAWARE,2020,March,Monthly,Number of Live Births,839
DISTRICT OF COLUMBIA,2020,March,Monthly,Number of Live Births,721
FLORIDA,2020,March,Monthly,Number of Live Births,17215
GEORGIA,2020,March,Monthly,Number of Live Births,10026
HAWAII,2020,March,Monthly,Number of Live Births,1346
IDAHO,2020,March,Monthly,Number of Live Births,1859
ILLINOIS,2020,March,Monthly,Number of Live Births,11086
INDIANA,2020,March,Monthly,Number of Live Births,6548
IOWA,2020,March,Monthly,Number of Live Births,3039
KANSAS,2020,March,Monthly,Number of Live Births,2974
KENTUCKY,2020,March,Monthly,Number of Live Births,4278
LOUISIANA,2020,March,Monthly,Number of Live Births,4653
MAINE,2020,March,Monthly,Number of Live Births,956
MARYLAND,2020,March,Monthly,Number of Live Births,5706
MASSACHUSETTS,2020,March,Monthly,Number of Live Births,5573
MICHIGAN,2020,March,Monthly,Number of Live Births,8736
MINNESOTA,2020,March,Monthly,Number of Live Births,5389
MISSISSIPPI,2020,March,Monthly,Number of Live Births,2873
MISSOURI,2020,March,Monthly,Number of Live Births,5716
MONTANA,2020,March,Monthly,Number of Live Births,941
NEBRASKA,2020,March,Monthly,Number of Live Births,2132
NEVADA,2020,March,Monthly,Number of Live Births,2807
NEW HAMPSHIRE,2020,March,Monthly,Number of Live Births,1007
NEW JERSEY,2020,March,Monthly,Number of Live Births,8159
NEW MEXICO,2020,March,Monthly,Number of Live Births,1861
NEW YORK,2020,March,Monthly,Number of Live Births,17674
NORTH CAROLINA,2020,March,Monthly,Number of Live Births,9783
NORTH DAKOTA,2020,March,Monthly,Number of Live Births,836
OHIO,2020,March,Monthly,Number of Live Births,10659
OKLAHOMA,2020,March,Monthly,Number of Live Births,3976
OREGON,2020,March,Monthly,Number of Live Births,3383
PENNSYLVANIA,2020,March,Monthly,Number of Live Births,10783
RHODE ISLAND,2020,March,Monthly,Number of Live Births,868
SOUTH CAROLINA,2020,March,Monthly,Number of Live Births,4651
SOUTH DAKOTA,2020,March,Monthly,Number of Live Births,915
TENNESSEE,2020,March,Monthly,Number of Live Births,6385
TEXAS,2020,March,Monthly,Number of Live Births,30249
UTAH,2020,March,Monthly,Number of Live Births,3996
VERMONT,2020,March,Monthly,Number of Live Births,457
VIRGINIA,2020,March,Monthly,Number of Live Births,7955
WASHINGTON,2020,March,Monthly,Number of Live Births,7029
WEST VIRGINIA,2020,March,Monthly,Number of Live Births,1418
WISCONSIN,2020,March,Monthly,Number of Live Births,5263
WYOMING,2020,March,Monthly,Number of Live Births,508
PUERTO RICO,2020,March,Monthly,Number of Live Births,1402
ALABAMA,2020,April,Monthly,Number of Live Births,4575
ALASKA,2020,April,Monthly,Number of Live Births,759
ARIZONA,2020,April,Monthly,Number of Live Births,5922
ARKANSAS,2020,April,Monthly,Number of Live Births,2882
CALIFORNIA,2020,April,Monthly,Number of Live Births,33617
COLORADO,2020,April,Monthly,Number of Live Births,5099
CONNECTICUT,2020,April,Monthly,Number of Live Births,2818
DELAWARE,2020,April,Monthly,Number of Live Births,810
DISTRICT OF COLUMBIA,2020,April,Monthly,Number of Live Births,629
FLORIDA,2020,April,Monthly,Number of Live Births,16575
GEORGIA,2020,April,Monthly,Number of Live Births,9721
HAWAII,2020,April,Monthly,Number of Live Births,1299
IDAHO,2020,April,Monthly,Number of Live Births,1813
ILLINOIS,2020,April,Monthly,Number of Live Births,10730
INDIANA,2020,April,Monthly,Number of Live Births,6197
IOWA,2020,April,Monthly,Number of Live Births,2855
KANSAS,2020,April,Monthly,Number of Live Births,2818
KENTUCKY,2020,April,Monthly,Number of Live Births,4068
LOUISIANA,2020,April,Monthly,Number of Live Births,4382
MAINE,2020,April,Monthly,Number of Live Births,916
MARYLAND,2020,April,Monthly,Number of Live Births,5610
MASSACHUSETTS,2020,April,Monthly,Number of Live Births,5376
MICHIGAN,2020,April,Monthly,Number of Live Births,8454
MINNESOTA,2020,April,Monthly,Number of Live Births,5318
MISSISSIPPI,2020,April,Monthly,Number of Live Births,2656
MISSOURI,2020,April,Monthly,Number of Live Births,5502
MONTANA,2020,April,Monthly,Number of Live Births,909
NEBRASKA,2020,April,Monthly,Number of Live Births,1992
NEVADA,2020,April,Monthly,Number of Live Births,2663
NEW HAMPSHIRE,2020,April,Monthly,Number of Live Births,963
NEW JERSEY,2020,April,Monthly,Number of Live Births,7872
NEW MEXICO,2020,April,Monthly,Number of Live Births,1695
NEW YORK,2020,April,Monthly,Number of Live Births,16866
NORTH CAROLINA,2020,April,Monthly,Number of Live Births,9296
NORTH DAKOTA,2020,April,Monthly,Number of Live Births,823
OHIO,2020,April,Monthly,Number of Live Births,10366
OKLAHOMA,2020,April,Monthly,Number of Live Births,3800
OREGON,2020,April,Monthly,Number of Live Births,3368
PENNSYLVANIA,2020,April,Monthly,Number of Live Births,10536
RHODE ISLAND,2020,April,Monthly,Number of Live Births,836
SOUTH CAROLINA,2020,April,Monthly,Number of Live Births,4358
SOUTH DAKOTA,2020,April,Monthly,Number of Live Births,952
TENNESSEE,2020,April,Monthly,Number of Live Births,6218
TEXAS,2020,April,Monthly,Number of Live Births,28780
UTAH,2020,April,Monthly,Number of Live Births,3904
VERMONT,2020,April,Monthly,Number of Live Births,416
VIRGINIA,2020,April,Monthly,Number of Live Births,7773
WASHINGTON,2020,April,Monthly,Number of Live Births,6839
WEST VIRGINIA,2020,April,Monthly,Number of Live Births,1415
WISCONSIN,2020,April,Monthly,Number of Live Births,4977
WYOMING,2020,April,Monthly,Number of Live Births,525
PUERTO RICO,2020,April,Monthly,Number of Live Births,1358
ALABAMA,2020,May,Monthly,Number of Live Births,4527
ALASKA,2020,May,Monthly,Number of Live Births,827
ARIZONA,2020,May,Monthly,Number of Live Births,6012
ARKANSAS,2020,May,Monthly,Number of Live Births,2832
CALIFORNIA,2020,May,Monthly,Number of Live Births,34727
COLORADO,2020,May,Monthly,Number of Live Births,5265
CONNECTICUT,2020,May,Monthly,Number of Live Births,2903
DELAWARE,2020,May,Monthly,Number of Live Births,890
DISTRICT OF COLUMBIA,2020,May,Monthly,Number of Live Births,694
FLORIDA,2020,May,Monthly,Number of Live Births,16902
GEORGIA,2020,May,Monthly,Number of Live Births,9982
HAWAII,2020,May,Monthly,Number of Live Births,1323
IDAHO,2020,May,Monthly,Number of Live Births,1858
ILLINOIS,2020,May,Monthly,Number of Live Births,11463
INDIANA,2020,May,Monthly,Number of Live Births,6603
IOWA,2020,May,Monthly,Number of Live Births,3212
KANSAS,2020,May,Monthly,Number of Live Births,2895
KENTUCKY,2020,May,Monthly,Number of Live Births,4182
LOUISIANA,2020,May,Monthly,Number of Live Births,4551
MAINE,2020,May,Monthly,Number of Live Births,1018
MARYLAND,2020,May,Monthly,Number of Live Births,5765
MASSACHUSETTS,2020,May,Monthly,Number of Live Births,5815
MICHIGAN,2020,May,Monthly,Number of Live Births,8903
MINNESOTA,2020,May,Monthly,Number of Live Births,5569
MISSISSIPPI,2020,May,Monthly,Number of Live Births,2764
MISSOURI,2020,May,Monthly,Number of Live Births,5715
MONTANA,2020,May,Monthly,Number of Live Births,940
NEBRASKA,2020,May,Monthly,Number of Live Births,2017
NEVADA,2020,May,Monthly,Number of Live Births,2727
NEW HAMPSHIRE,2020,May,Monthly,Number of Live Births,1025
NEW JERSEY,2020,May,Monthly,Number of Live Births,8335
NEW MEXICO,2020,May,Monthly,Number of Live Births,1775
NEW YORK,2020,May,Monthly,Number of Live Births,17595
NORTH CAROLINA,2020,May,Monthly,Number of Live Births,9665
NORTH DAKOTA,2020,May,Monthly,Number of Live Births,884
OHIO,2020,May,Monthly,Number of Live Births,10955
OKLAHOMA,2020,May,Monthly,Number of Live Births,3763
OREGON,2020,May,Monthly,Number of Live Births,3483
PENNSYLVANIA,2020,May,Monthly,Number of Live Births,11147
RHODE ISLAND,2020,May,Monthly,Number of Live Births,886
SOUTH CAROLINA,2020,May,Monthly,Number of Live Births,4498
SOUTH DAKOTA,2020,May,Monthly,Number of Live Births,941
TENNESSEE,2020,May,Monthly,Number of Live Births,6477
TEXAS,2020,May,Monthly,Number of Live Births,29183
UTAH,2020,May,Monthly,Number of Live Births,3909
VERMONT,2020,May,Monthly,Number of Live Births,462
VIRGINIA,2020,May,Monthly,Number of Live Births,7990
WASHINGTON,2020,May,Monthly,Number of Live Births,7097
WEST VIRGINIA,2020,May,Monthly,Number of Live Births,1418
